OBJECTID,Shape,nombre_establecimiento,sede_educativa,nucleo,servicio,sector,direccion,telefono,estado,vigencia,x_origen_nacional,y_origen_nacional,clasificacion,codigo_dane,cons_sede,dane_sede,longitud,latitud,cbml,codigo_comuna,nombre_comuna,codigo_barrio,nombre_barrio
74,"(4718549.9777, 2255060.613399999)",Institucion Educativa Fe Y Alegria Popular No. 1,Institucion Educativa Fe Y Alegria Popular No. 1,914,Oficial,Oficial,IND CL 120 42BB 10,5286518/5285264 ,Activo,2024,4718549.9777,2255060.6134,Oficial-Principal,105001001805,10500100180501,105001001805,-75.54479185,6.30213478,01030730001,01,Popular,0103,Popular
75,"(4718282.725199999, 2255098.860600004)",Institucion Educativa Fe Y Alegria Popular No. 1,Seccion Escuela Fe Y Alegria Popular No. 2,914,Oficial,Oficial,CR 43    11 8B 16,2369838,Activo,2024,4718282.7252,2255098.8606,Oficial-Sede,105001001571,10500100180502,105001001805,-75.54720834,6.30246877,01030700013,01,Popular,0103,Popular
76,"(4718376.6436, 2254710.559699999)",Institucion Educativa Nuevo Horizonte - Paulo Vi,Institucion Educativa Nuevo Horizonte - Paulo Vi,914,Oficial,Oficial,CR 42 B 110 A 28,5722929/5285638,Activo,2024,4718376.6436,2254710.5597,Oficial-Principal,105001001821,10500100182101,105001001821,-75.5463426,6.29896235,01010500005,01,Popular,0101,Santo Domingo Savio No.1
77,"(4718404.9413, 2254252.3220000006)",Institucion Educativa Nuevo Horizonte - Paulo Vi,Seccion Escuela Nuevo Horizonte 2,914,Oficial,Oficial,CR 37    107AA-21,5284658,Activo,2024,4718404.9413,2254252.322,Oficial-Sede,105001013081,10500100182102,105001001821,-75.54606672,6.29482074,01010240064,01,Popular,0101,Santo Domingo Savio No.1
78,"(4716000.4487000005, 2254873.795)",Institucion Educativa Sor Juana Ines De La Cruz,Institucion Educativa Sor Juana Ines De La Cruz,919,Oficial,Oficial,CR 67 103 EE 1,2675005/2678688,Activo,2024,4716000.4487,2254873.795,Oficial-Principal,105001001848,10500100184801,105001001848,-75.56782001,6.30033285,05090370001,05,Castilla,0509,Girardot
79,"(4716036.695200001, 2254845.926500002)",Institucion Educativa Sor Juana Ines De La Cruz,Seccion Escuela Sor Juana,919,Oficial,Oficial,CL 103 EE  65 85,2678688 Ext 107,Activo,2024,4716036.6952,2254845.9265,Oficial-Sede,105001800091,10500100184802,105001001848,-75.56749127,6.30008251,05090430004,05,Castilla,0509,Girardot
80,"(4710201.1321, 2249865.1554000005)",Institucion Educativa Carlos Vieco Ortiz,Institucion Educativa Carlos Vieco Ortiz,931,Oficial,Oficial,CL 40 105 36,300 413 31 19,Activo,2024,4710201.1321,2249865.1554,Oficial-Principal,105001001881,10500100188101,105001001881,-75.61999202,6.25479245,13090070003,13,San Javier,1309,San Javier No.1
81,"(4710182.841700001, 2249963.8055000007)",Institucion Educativa Carlos Vieco Ortiz,Seccion Escuela Juan De Dios Aranzazu,931,Oficial,Oficial,CL 42    105-42,300 413 57 54,Activo,2024,4710182.8417,2249963.8055,Oficial-Sede,105001005711,10500100188102,105001001881,-75.62016171,6.25568346,13090070021,13,San Javier,1309,San Javier No.1
82,"(4710028.6069, 2249706.102600001)",Institucion Educativa Carlos Vieco Ortiz,Seccion Escuela Municipal San Javier,931,Oficial,Oficial,CR 108 39 D 07,300 413 55 17,Activo,2024,4710028.6069,2249706.1026,Oficial-Sede,105001018872,10500100188103,105001001881,-75.6215435,6.25334679,13100510003,13,San Javier,1310,Veinte de Julio
83,"(4710387.657300001, 2249563.2391000018)",Institucion Educativa Carlos Vieco Ortiz,Seccion Escuela Veinte De Julio,931,Oficial,Oficial,CR 106 38 40,300 413 35 78,Activo,2024,4710387.6573,2249563.2391,Oficial-Sede,105001014435,10500100188104,105001001881,-75.61829331,6.25207143,12080060002,12,La América,1208,Campo Alegre
84,"(4711662.0697, 2247732.405199999)",Institucion Educativa San Roberto Belarmino,Institucion Educativa San Roberto Belarmino,934,Oficial,Oficial,CL 32 B 83 39,2562097/2560140,Activo,2024,4711662.0697,2247732.4052,Oficial-Principal,105001002003,10500100200301,105001002003,-75.60669796,6.23557715,16170170047,16,Belén,1617,Las Mercedes
85,"(4717072.2075000005, 2248297.2712000012)",Institucion Educativa Federico Ozanam,Institucion Educativa Federico Ozanam,926,Oficial,Oficial,CR 36-45-08,300 4203937,Activo,2024,4717072.2075,2248297.2712,Oficial-Principal,105001002011,10500100201101,105001002011,-75.55784619,6.24092358,09070070001,09,Buenos Aires,0907,Buenos Aires
86,"(4712035.920500001, 2249277.7819000017)",Institucion Educativa Rafael Uribe Uribe,Institucion Educativa Rafael Uribe Uribe,930,Oficial,Oficial,CR 82 42 C 58,322 5464,Activo,2024,4712035.9205,2249277.7819,Oficial-Principal,105001002020,10500100202001,105001002020,-75.60338959,6.24956476,12040010015,12,La América,1204,La América
87,"(4711950.636000001, 2249224.3845000025)",Institucion Educativa Rafael Uribe Uribe,Seccion Escuela Rafael Uribe Uribe,930,Oficial,Oficial,CR 83  42C 54,4639857,Activo,2024,4711950.636,2249224.3845,Oficial-Sede,105001002887,10500100202002,105001002020,-75.60415769,6.24907821,12040030032,12,La América,1204,La América
88,"(4717002.0985, 2253219.9306000043)",Institucion Educativa Jose Eusebio Caro,Institucion Educativa Jose Eusebio Caro,918,Oficial,Oficial,CR 50 A 93 77,2362561/2364551 ,Activo,2024,4717002.0985,2253219.9306,Oficial-Principal,105001002038,10500100203801,105001002038,-75.55869641,6.28542515,04020170021,04,Aranjuez,0402,San Isidro
89,"(4714649.8466, 2246710.1378999986)",Institucion Educativa Benjamin Herrera,Institucion Educativa Benjamin Herrera,933,Oficial,Oficial,CL 25 52 140,2650073,Activo,2024,4714649.8466,2246710.1379,Oficial-Principal,105001002071,10500100207101,105001002071,-75.57966071,6.22646808,15030480042,15,Guayabal,1503,Trinidad
90,"(4713958.5195, 2246864.2102000024)",Institucion Educativa Benjamin Herrera,Seccion Escuela Santisima Trinidad,933,Oficial,Oficial,CL 26    65B-100,2353435,Activo,2024,4713958.5195,2246864.2102,Oficial-Sede,105001001775,10500100207102,105001002071,-75.58591304,6.22783041,15030520062,15,Guayabal,1503,Trinidad
91,"(4717580.664100001, 2252690.807499999)",Institucion Educativa Juan De Dios Cock,Institucion Educativa Juan De Dios Cock,917,Oficial,Oficial,CL 88 45 70,2118268/2110220 ,Activo,2024,4717580.6641,2252690.8075,Oficial-Principal,105001002101,10500100210101,105001002101,-75.55344556,6.28066701,04110230002,04,Aranjuez,0411,Las Esmeraldas
92,"(4713905.4641, 2250126.3460000027)",Institucion Educativa Marco Fidel Suarez,Institucion Educativa Marco Fidel Suarez,929,Oficial,Oficial,CR 70 49 70,3222822 EXT 101 -109,Activo,2024,4713905.4641,2250126.346,Oficial-Principal,105001002119,10500100211901,105001002119,-75.58653711,6.25731966,11020060002,11,Laureles Estadio,1102,Suramericana
93,"(4713280.722200001, 2250976.7891000025)",Institucion Educativa Marco Fidel Suarez,Seccion Escuela Cuarta Brigada,929,Oficial,Oficial,CL 53    76-267,2641966,Activo,2024,4713280.7222,2250976.7891,Oficial-Sede,105001002828,10500100211902,105001002119,-75.59221932,6.26498028,11150030001,11,Laureles Estadio,Inst_13,Batallón Cuarta Brigada
94,"(4714024.486899999, 2248970.3698000014)",Institucion Educativa Marco Fidel Suarez,Seccion Escuela Carlos Obando Velasco,929,Oficial,Oficial,CR 67A    42-24,2304985,Activo,2024,4714024.4869,2248970.3698,Oficial-Sede,105001002569,10500100211903,105001002119,-75.58541043,6.24687426,11040250008,11,Laureles Estadio,1104,San Joaquín
95,"(4714519.7671, 2250382.8954000007)",Institucion Educativa Marco Fidel Suarez,Seccion Escuela La Iguana,929,Oficial,Oficial,CR 70 N° 53 02,3222822,Activo,2024,4714519.7671,2250382.8954,Oficial-Sede,105001007269,10500100211904,105001002119,-75.58099851,6.25966634,07250010010,07,Robledo,0725,Nueva Villa de La Iguaná
96,"(4718676.969900002, 2251478.6736000013)",Institucion Educativa Ramon Munera Lopera,Institucion Educativa Ramon Munera Lopera,916,Oficial,Oficial,CR 30A    77-04,3004144867,Activo,2024,4718676.9699,2251478.6736,Oficial-Principal,105001002135,10500100213501,105001002135,-75.54348697,6.26975652,03050390014,03,Manrique,0305,El Raizal
97,"(4719266.1488000015, 2251659.5539999995)",Institucion Educativa Ramon Munera Lopera,Seccion Escuela Alto De La Cruz,916,Oficial,Oficial,CL 79 C 24 21,2318602,Activo,2024,4719266.1488,2251659.554,Oficial-Sede,205001015266,10500100213503,105001002135,-75.53817158,6.27141766,03110190170,03,Manrique,0311,La Cruz
98,"(4712886.5034, 2252115.4735000003)",Institucion Educativa Mariscal Robledo,Institucion Educativa Mariscal Robledo,923,Oficial,Oficial,CL 65 84 87,3589448 / 3588059,Activo,2024,4712886.5034,2252115.4735,Oficial-Principal,105001002305,10500100230501,105001002305,-75.5958319,6.27525694,07170060054,07,Robledo,0717,Robledo
99,"(4712886.5036, 2252115.4737000037)",Institucion Educativa Mariscal Robledo,Seccion Escuela Conrado Gonzalez Mejia,923,Oficial,Oficial,CL 76 80 496,4216483,Activo,2024,4712886.5036,2252115.4737,Oficial-Sede,105001026557,10500100230502,105001002305,-75.5958319,6.27525694,07150010005,07,Robledo,0717,Robledo
100,"(4718917.542900002, 2254719.7863000017)",Institucion Educativa Fe Y Alegria Santo Domingo Savio,Institucion Educativa Fe Y Alegria Santo Domingo Savio,914,Oficial,Oficial,CR 29 110 A 83,5284407,Activo,2024,4718917.5429,2254719.7863,Oficial-Principal,105001002348,10500100234801,105001002348,-75.54145565,6.29906961,01010660017,01,Popular,0101,Santo Domingo Savio No.1
101,"(4718854.079000001, 2254749.2041999996)",Institucion Educativa Fe Y Alegria Santo Domingo Savio,Seccion Escuela Fe Y Alegria Segunda Agrupacion,914,Oficial,Oficial,CR 30    110B-24,5721991,Activo,2024,4718854.079,2254749.2042,Oficial-Sede,105001003255,10500100234802,105001002348,-75.54203038,6.29933277,01020040002,01,Popular,0102,Santo Domingo Savio No.2
102,"(4719758.460100001, 2247796.91)",Institucion Educativa Gabriel Garcia Marquez,Institucion Educativa Gabriel Garcia Marquez,924,Oficial,Oficial,CR 8 A 57 A 93,2260583,Activo,2024,4719758.4601,2247796.91,Oficial-Principal,105001002356,10500100235601,105001002356,-75.53355522,6.23651722,08190120069,08,Villa Hermosa,0819,Villa Lilliam
103,"(4719881.5359, 2247463.0003999993)",Institucion Educativa Gabriel Garcia Marquez,Seccion Escuela San Vicente De Paul,924,Oficial,Oficial,CR 6F    54-133,2210507,Activo,2024,4719881.5359,2247463.0004,Oficial-Sede,105001015849,10500100235602,105001002356,-75.53242879,6.2335037,08150220012,08,Villa Hermosa,0815,Las Estancias
104,"(4712486.392400002, 2248912.8997000027)",Institucion Educativa Lucrecio Jaramillo Velez,Institucion Educativa Lucrecio Jaramillo Velez,929,Oficial,Oficial,CR 79 38 59,408 9980,Activo,2024,4712486.3924,2248912.8997,Oficial-Principal,105001002461,10500100246101,105001002461,-75.59930358,6.24628619,11110120009,11,Laureles Estadio,1111,Lorena
105,"(4712946.1488000015, 2249393.7898000013)",Institucion Educativa Lucrecio Jaramillo Velez,Seccion Escuela Agrupacion Colombia,929,Oficial,Oficial,CL 44A    75-68,362 9575,Activo,2024,4712946.1488,2249393.7898,Oficial-Sede,105001005321,10500100246102,105001002461,-75.59517142,6.2506542,11120050002,11,Laureles Estadio,1112,El Velódromo
106,"(4714913.330100002, 2252504.4612000026)",Institucion Educativa San Vicente De Paul,Institucion Educativa San Vicente De Paul,922,Oficial,Oficial,CR 71A N° 79D-01,4423737 - 2576243,Activo,2024,4714913.3301,2252504.4612,Oficial-Principal,105001002470,10500100247001,105001002470,-75.57753702,6.27886412,07080050007,07,Robledo,0708,Altamira
107,"(4714830.5002, 2252386.9015999995)",Institucion Educativa San Vicente De Paul,Seccion Escuela Alfredo Cock Arango,922,Oficial,Oficial,CR 70    79A-43,2372103,Activo,2024,4714830.5002,2252386.9016,Oficial-Sede,105001000761,10500100247002,105001002470,-75.57828016,6.27779762,07080040001,07,Robledo,0708,Altamira
108,"(4717522.252400001, 2250531.830500001)",Institucion Educativa Pedro Luis Villa,Institucion Educativa Pedro Luis Villa,916,Oficial,Oficial,CR 43 66 C 40,2337963,Activo,2024,4717522.2524,2250531.8305,Oficial-Principal,105001002488,10500100248801,105001002488,-75.55387829,6.26114555,08020230026,03,Manrique,0307,Manrique Central No.2
109,"(4717568.824700001, 2251079.282800002)",Institucion Educativa Pedro Luis Villa,Seccion Escuela Marco Fidel Suarez,916,Oficial,Oficial,CL 70 A 43 74,2331640,Activo,2024,4717568.8247,2251079.2828,Oficial-Sede,105001002046,10500100248802,105001002488,-75.55348158,6.26609701,03070160008,03,Manrique,0307,Manrique Central No.2
110,"(4718395.858400001, 2251004.677599998)",Institucion Educativa Pedro Luis Villa,Seccion Escuela Versalles,916,Oficial,Oficial,CL 71    33-33,2843485,Activo,2024,4718395.8584,2251004.6776,Oficial-Sede,105001006122,10500100248803,105001002488,-75.54600605,6.26545886,03090320028,03,Manrique,0309,Versalles No.1
111,"(4714415.460700001, 2244347.8603000008)",Institucion Educativa Cristo Rey,Institucion Educativa Cristo Rey,933,Oficial,Oficial,CL 2 SUR 50 D 30,2850778-2850798,Activo,2024,4714415.4607,2244347.8603,Oficial-Principal,105001002496,10500100249601,105001002496,-75.58167399,6.20510126,15090460001,15,Guayabal,1509,Cristo Rey
112,"(4714177.866800001, 2244277.8675999995)",Institucion Educativa Cristo Rey,Seccion Escuela Cristo Rey-Apolo,933,Oficial,Oficial,CR 50G  3SUR-34,2556549,Activo,2024,4714177.8668,2244277.8676,Oficial-Sede,105001010740,10500100249602,105001002496,-75.58381726,6.20445801,15090260010,15,Guayabal,1509,Cristo Rey
113,"(4711118.5611000005, 2249840.0341000017)",Institucion Educativa Samuel Barrientos,Institucion Educativa Samuel Barrientos,930,Oficial,Oficial,CL 44 94 119,3004174051,Activo,2024,4711118.5611,2249840.0341,Oficial-Principal,105001002526,10500100252601,105001002526,-75.61170253,6.25460663,12080020073,12,La América,1208,Campo Alegre
114,"(4710859.8194, 2250000.682099998)",Institucion Educativa Samuel Barrientos,Seccion Escuela Monseñor Perdomo,930,Oficial,Oficial,CL 44    97-14,2529888,Activo,2024,4710859.8194,2250000.6821,Oficial-Sede,105001003247,10500100252602,105001002526,-75.61404731,6.25604732,13090320001,13,San Javier,1309,San Javier No.1
115,"(4710862.292800002, 2250036.2957000025)",Institucion Educativa Samuel Barrientos,Seccion Escuela Pio Xii,930,Oficial,Oficial,CR 98    44-52,2531446,Activo,2024,4710862.2928,2250036.2957,Oficial-Sede,105001001341,10500100252603,105001002526,-75.61402657,6.25636939,13090320001,13,San Javier,1309,San Javier No.1
116,"(4719087.5188, 2248018.1756999996)",Institucion Educativa San Francisco De Asis,Institucion Educativa San Francisco De Asis,924,Oficial,Oficial,CL 56 16 18,6046290520,Activo,2024,4719087.5188,2248018.1757,Oficial-Principal,105001002780,10500100278001,105001002780,-75.53962654,6.23848847,08130430001,08,Villa Hermosa,0813,Villatina
117,"(4713952.646400001, 2249032.0966000017)",Institucion Educativa Mater Dei,Institucion Educativa Mater Dei,929,Oficial,Oficial,CR 68 42 70, 407 96 65,Activo,2024,4713952.6464,2249032.0966,Oficial-Principal,105001002798,10500100279801,105001002798,-75.58606221,6.24742911,11040240017,11,Laureles Estadio,1104,San Joaquín
118,"(4711967.583400001, 2248646.359500002)",Institucion Educativa Francisco Antonio Zea,Institucion Educativa Francisco Antonio Zea,930,Oficial,Oficial,CR 82 35 40,4122361,Activo,2024,4711967.5834,2248646.3595,Oficial-Principal,105001002895,10500100289501,105001002895,-75.60397874,6.24385336,12110020001,12,La América,1211,Simón Bolívar
119,"(4711502.038700001, 2249164.627800001)",Institucion Educativa Francisco Antonio Zea,Seccion Escuela Pedro De Castro,930,Oficial,Oficial,CL 40    86A-101,2538107,Activo,2024,4711502.0387,2249164.6278,Oficial-Sede,105001000221,10500100289502,105001002895,-75.60820778,6.24851789,12100140017,12,La América,1210,Barrio Cristóbal
120,"(4712793.7969, 2251439.7016000003)",Institucion Educativa La Piedad,Institucion Educativa La Piedad,930,Oficial,Oficial,CR 81 54 71,529 91 64,Activo,2024,4712793.7969,2251439.7016,Oficial-Principal,105001002976,10500100297601,105001002976,-75.59663924,6.26914347,12010060023,12,La América,1201,Ferrini
121,"(4714257.6994, 2247830.0854)",Institucion Educativa Fatima Nutibara,Institucion Educativa Fatima Nutibara,934,Oficial,Oficial,CR 65 A 32 B 120,2354351 - 2658442-2655463,Activo,2024,4714257.6994,2247830.0854,Oficial-Principal,105001003123,10500100312301,105001003123,-75.58325295,6.23657575,16010330004,16,Belén,1601,Fátima
122,"(4714297.115000001, 2247649.8225999996)",Institucion Educativa Fatima Nutibara,Seccion Escuela Sofia Ospina De Navarro,934,Oficial,Oficial,CL 32    65-20,2655463 3513394,Activo,2024,4714297.115,2247649.8226,Oficial-Sede,105001002518,10500100312302,105001003123,-75.58288888,6.23494781,16010190001,16,Belén,1601,Fátima
123,"(4716901.558600002, 2253826.997300001)",Institucion Educativa Republica De Honduras,Institucion Educativa Republica De Honduras,915,Oficial,Oficial,CR 50 B 97 A 30,5270825,Activo,2024,4716901.5586,2253826.9973,Oficial-Principal,105001003131,10500100313101,105001003131,-75.55963167,6.29090904,02110100006,02,Santa Cruz,0211,La Rosa
124,"(4716908.989500001, 2253820.4800000004)",Institucion Educativa Republica De Honduras,Seccion Escuela Municipal La Rosa,915,Oficial,Oficial,CR 52     99-24,5270825,Activo,2024,4716908.9895,2253820.48,Oficial-Sede,105001018775,10500100313102,105001003131,-75.55956424,6.29085045,02100080013,02,Santa Cruz,0211,La Rosa
125,"(4717704.317900001, 2248363.0145000014)",Institucion Educativa Manuel Jose Cayzedo,Institucion Educativa Manuel Jose Cayzedo,926,Oficial,Oficial,CL 50 29 82,2217929,Activo,2024,4717704.3179,2248363.0145,Oficial-Principal,105001003221,10500100322101,105001003221,-75.55213824,6.24154568,09060170005,09,Buenos Aires,0906,Barrio Caicedo
126,"(4712848.195099999, 2246228.2973000016)",Institucion Educativa Octavio Harry - Jacqueline Kennedy,Institucion Educativa Octavio Harry - Jacqueline Kennedy,935,Oficial,Oficial,CL 17 73 37,408 40 72 - 408 37 56,Activo,2024,4712848.1951,2246228.2973,Oficial-Principal,105001003271,10500100327101,105001003271,-75.59591553,6.22203215,16060110059,16,Belén,1606,Las Playas
127,"(4713040.339200001, 2246491.0747000016)",Institucion Educativa Octavio Harry - Jacqueline Kennedy,Seccion Jardin Infantil No.1,935,Oficial,Oficial,KR 72 A 20 A 62,3434731-3435181,Activo,2024,4713040.3392,2246491.0747,Oficial-Sede,105001012548,10500100327103,105001003271,-75.59419137,6.22441633,16050410009,16,Belén,1605,San Bernardo
128,"(4715198.739700001, 2253385.6757999975)",Institucion Educativa Maria Montessori,Institucion Educativa Maria Montessori,920,Oficial,Oficial,CR 69 A 92 C 87,3004182076 - 3155079383,Activo,2024,4715198.7397,2253385.6758,Oficial-Principal,105001003280,10500100328001,105001003280,-75.57499752,6.28684357,05130570011,05,Castilla,0513,Francisco Antonio Zea
129,"(4715480.2738000015, 2253496.696600003)",Institucion Educativa Maria Montessori,Seccion Escuela La Union,920,Oficial,Oficial,CR 67 93 75,4713818,Activo,2024,4715480.2738,2253496.6966,Oficial-Sede,105001000183,10500100328002,105001003280,-75.57245874,6.2878598,05110050030,05,Castilla,0511,Castilla
130,"(4716756.408000001, 2252644.2930000015)",Institucion Educativa Lorenza Villegas De Santos,Institucion Educativa Lorenza Villegas De Santos,918,Oficial,Oficial,CR 51 87 40,300 412 44 58,Activo,2024,4716756.408,2252644.293,Oficial-Principal,105001003298,10500100329801,105001003298,-75.56089083,6.28021008,04130130002,04,Aranjuez,0413,Aranjuez
131,"(4717389.7641, 2252811.127600001)",Institucion Educativa Lorenza Villegas De Santos,Seccion Escuela Esteban Jaramillo,918,Oficial,Oficial,CR 47    89-50,300 412 44 58,Activo,2024,4717389.7641,2252811.1276,Oficial-Sede,105001003093,10500100329802,105001003298,-75.5551757,6.28174638,04120170031,04,Aranjuez,0412,La Piñuela
132,"(4716798.235100001, 2253621.428200001)",Institucion Educativa Lorenza Villegas De Santos,Seccion Escuela Simona Duque,918,Oficial,Oficial,CR 51    96-44,300 412 44 58,Activo,2024,4716798.2351,2253621.4282,Oficial-Sede,105001000698,10500100329803,105001003298,-75.56055613,6.28904596,04020380037,04,Aranjuez,0402,San Isidro
133,"(4712495.5691, 2249935.252700003)",Institucion Educativa Santa Rosa De Lima,Institucion Educativa Santa Rosa De Lima,930,Oficial,Oficial,CL 45 G 80 95,4122537/2508083 EXT 103-105,Activo,2024,4712495.5691,2249935.2527,Oficial-Principal,105001003387,10500100338701,105001003387,-75.59926633,6.25552917,12050090025,12,La América,1205,La Floresta
134,"(4711721.918600001, 2250753.7267000005)",Institucion Educativa Santa Rosa De Lima,Seccion Escuela Republica De Panama,930,Oficial,Oficial,CR 88    49DD-70,2340776,Activo,2024,4711721.9186,2250753.7267,Oficial-Sede,105001000906,10500100338702,105001003387,-75.60629253,6.26289389,13030040044,13,San Javier,1303,Santa Rosa de Lima
